ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description
8.7.0,true,ldap,ldap.server.message.id,long,extended,,,Message ID from server's operational logs
8.7.0,true,ldap,ldap.server.message.severity,keyword,extended,,,Message severity from server's operational logs
8.7.0,true,ldap,ldap.transaction_id,keyword,extended,,,Unique ID for the transaction
8.7.0,true,ldap,ldap.type,keyword,extended,,,LDAP query type
8.7.0,true,ldap,ldap.user_id,keyword,extended,,,User who requested the operation
8.7.0,true,ldap,ldap.version,keyword,extended,,,LDAP version
8.7.0,true,log,log.file.path,keyword,extended,,/var/log/fun-times.log,Full path to the log file this event came from.
8.7.0,true,log,log.level,keyword,core,,error,Log level of the log event.
8.7.0,true,log,log.logger,keyword,core,,org.elasticsearch.bootstrap.Bootstrap,Name of the logger.
8.7.0,true,log,log.origin.file.line,long,extended,,42,The line number of the file which originated the log event.
8.7.0,true,log,log.origin.file.name,keyword,extended,,Bootstrap.java,The code file which originated the log event.
8.7.0,true,log,log.origin.function,keyword,extended,,init,The function which originated the log event.
8.7.0,true,log,log.syslog,object,extended,,,Syslog metadata
8.7.0,true,log,log.syslog.appname,keyword,extended,,sshd,The device or application that originated the Syslog message.
8.7.0,true,log,log.syslog.facility.code,long,extended,,23,Syslog numeric facility of the event.
8.7.0,true,log,log.syslog.facility.name,keyword,extended,,local7,Syslog text-based facility of the event.
8.7.0,true,log,log.syslog.hostname,keyword,extended,,example-host,The host that originated the Syslog message.
8.7.0,true,log,log.syslog.msgid,keyword,extended,,ID47,An identifier for the type of Syslog message.
8.7.0,true,log,log.syslog.priority,long,extended,,135,Syslog priority of the event.
8.7.0,true,log,log.syslog.procid,keyword,extended,,12345,The process name or ID that originated the Syslog message.
8.7.0,true,log,log.syslog.severity.code,long,extended,,3,Syslog numeric severity of the event.
8.7.0,true,log,log.syslog.severity.name,keyword,extended,,Error,Syslog text-based severity of the event.
8.7.0,true,log,log.syslog.structured_data,flattened,extended,,,Structured data expressed in RFC 5424 messages.
8.7.0,true,log,log.syslog.version,keyword,extended,,1,Syslog protocol version.
8.7.0,true,logstash,logstash.log.module,keyword,extended,,,The module or class where the event originate.
8.7.0,true,logstash,logstash.log.pipeline_action_id,keyword,extended,,,ID of specific aciton within a pipeline that generated the log
8.7.0,true,logstash,logstash.log.pipeline_id,keyword,extended,,,ID of logstash pipeline that generated the log
8.7.0,true,malware,malware.malicious,boolean,extended,,,Whether the malware is malicious
8.7.0,true,malware,malware.name,keyword,extended,,,Name of malware
8.7.0,true,nat_allocation,nat_allocation.blocks.max,unsigned_long,extended,,,Max number of NAT pool blocks
8.7.0,true,nat_allocation,nat_allocation.blocks.used,unsigned_long,extended,,,Current number of NAT pool blocks used
8.7.0,true,nat_allocation,nat_allocation.pool,keyword,extended,,,Nat allocation pool
8.7.0,true,nat_allocation,nat_allocation.port.high,unsigned_long,extended,,,High port in allocated block
8.7.0,true,nat_allocation,nat_allocation.port.low,unsigned_long,extended,,,Low port in allocated block
8.7.0,true,nat_allocation,nat_allocation.session_id,keyword,extended,,,session id
8.7.0,true,network,network.application,keyword,extended,,aim,Application level protocol name.
8.7.0,true,network,network.bytes,long,core,,368,Total bytes transferred in both directions.
8.7.0,true,network,network.community_id,keyword,extended,,1:hO+sN4H+MG5MY/8hIrXPqc4ZQz0=,A hash of source and destination IPs and ports.
8.7.0,true,network,network.direction,keyword,core,,inbound,Direction of the network traffic.
8.7.0,true,network,network.forwarded_ip,ip,core,,192.1.1.2,Host IP address when the source IP address is the proxy.
8.7.0,true,network,network.iana_number,keyword,extended,,6,IANA Protocol Number.
8.7.0,true,network,network.inner,object,extended,,,Inner VLAN tag information
8.7.0,true,network,network.inner.vlan.id,keyword,extended,,10,VLAN ID as reported by the observer.
8.7.0,true,network,network.inner.vlan.name,keyword,extended,,outside,Optional VLAN name as reported by the observer.
8.7.0,true,network,network.name,keyword,extended,,Guest Wifi,Name given by operators to sections of their network.
8.7.0,true,network,network.packets,long,core,,24,Total packets transferred in both directions.
8.7.0,true,network,network.protocol,keyword,core,,http,Application protocol name.
8.7.0,true,network,network.transport,keyword,core,,tcp,Protocol Name corresponding to the field `iana_number`.
8.7.0,true,network,network.type,keyword,core,,ipv4,"In the OSI Model this would be the Network Layer. ipv4, ipv6, ipsec, pim, etc"
8.7.0,true,network,network.vlan.id,keyword,extended,,10,VLAN ID as reported by the observer.
8.7.0,true,network,network.vlan.name,keyword,extended,,outside,Optional VLAN name as reported by the observer.
8.7.0,true,observer,observer.egress,object,extended,,,Object field for egress information
8.7.0,true,observer,observer.egress.interface.alias,keyword,extended,,outside,Interface alias
8.7.0,true,observer,observer.egress.interface.id,keyword,extended,,10,Interface ID
8.7.0,true,observer,observer.egress.interface.name,keyword,extended,,eth0,Interface name
8.7.0,true,observer,observer.egress.vlan.id,keyword,extended,,10,VLAN ID as reported by the observer.
8.7.0,true,observer,observer.egress.vlan.name,keyword,extended,,outside,Optional VLAN name as reported by the observer.
8.7.0,true,observer,observer.egress.zone,keyword,extended,,Public_Internet,Observer Egress zone
8.7.0,true,observer,observer.geo.city_name,keyword,core,,Montreal,City name.
8.7.0,true,observer,observer.geo.continent_code,keyword,core,,NA,Continent code.
8.7.0,true,observer,observer.geo.continent_name,keyword,core,,North America,Name of the continent.
8.7.0,true,observer,observer.geo.country_iso_code,keyword,core,,CA,Country ISO code.
8.7.0,true,observer,observer.geo.country_name,keyword,core,,Canada,Country name.
8.7.0,true,observer,observer.geo.location,geo_point,core,,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.
8.7.0,true,observer,observer.geo.name,keyword,extended,,boston-dc,User-defined description of a location.
8.7.0,true,observer,observer.geo.postal_code,keyword,core,,94040,Postal code.
8.7.0,true,observer,observer.geo.region_iso_code,keyword,core,,CA-QC,Region ISO code.
8.7.0,true,observer,observer.geo.region_name,keyword,core,,Quebec,Region name.
8.7.0,true,observer,observer.geo.timezone,keyword,core,,America/Argentina/Buenos_Aires,Time zone.
8.7.0,true,observer,observer.hostname,keyword,core,,,Hostname of the observer.
8.7.0,true,observer,observer.ingress,object,extended,,,Object field for ingress information
8.7.0,true,observer,observer.ingress.interface.alias,keyword,extended,,outside,Interface alias
8.7.0,true,observer,observer.ingress.interface.id,keyword,extended,,10,Interface ID
8.7.0,true,observer,observer.ingress.interface.name,keyword,extended,,eth0,Interface name
8.7.0,true,observer,observer.ingress.vlan.id,keyword,extended,,10,VLAN ID as reported by the observer.
8.7.0,true,observer,observer.ingress.vlan.name,keyword,extended,,outside,Optional VLAN name as reported by the observer.
8.7.0,true,observer,observer.ingress.zone,keyword,extended,,DMZ,Observer ingress zone
8.7.0,true,observer,observer.ip,ip,core,array,,IP addresses of the observer.
8.7.0,true,observer,observer.mac,keyword,core,array,"[""00-00-5E-00-53-23"", ""00-00-5E-00-53-24""]",MAC addresses of the observer.
8.7.0,true,observer,observer.name,keyword,extended,,1_proxySG,Custom name of the observer.
8.7.0,true,observer,observer.os.family,keyword,extended,,debian,"OS family (such as redhat, debian, freebsd, windows)."
8.7.0,true,observer,observer.os.full,keyword,extended,,Mac OS Mojave,"Operating system name, including the version or code name."
8.7.0,true,observer,observer.os.full.text,match_only_text,extended,,Mac OS Mojave,"Operating system name, including the version or code name."
8.7.0,true,observer,observer.os.kernel,keyword,extended,,4.4.0-112-generic,Operating system kernel version as a raw string.
8.7.0,true,observer,observer.os.name,keyword,extended,,Mac OS X,"Operating system name, without the version."
8.7.0,true,observer,observer.os.name.text,match_only_text,extended,,Mac OS X,"Operating system name, without the version."
8.7.0,true,observer,observer.os.platform,keyword,extended,,darwin,"Operating system platform (such centos, ubuntu, windows)."
8.7.0,true,observer,observer.os.type,keyword,extended,,macos,"Which commercial OS family (one of: linux, macos, unix, windows, ios or android)."
8.7.0,true,observer,observer.os.version,keyword,extended,,10.14.1,Operating system version as a raw string.
8.7.0,true,observer,observer.product,keyword,extended,,s200,The product name of the observer.
